lengths,chapters,done
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
0,1,True
1,1,False
1,1,True
1,1,True
1,1,True
1,2,False
2,1,True
2,1,True
2,1,True
2,1,True
2,1,True
3,1,True
3,1,True
4,19,False
4,1,False
4,1,True
4,1,True
5,1,True
5,1,True
5,1,True
5,1,True
5,1,True
6,1,True
6,1,True
6,1,False
6,1,True
6,1,True
7,1,True
7,1,True
7,1,True
7,1,True
7,1,True
7,1,True
8,1,False
8,1,True
8,1,True
8,2,False
8,1,True
8,1,True
8,1,True
9,1,True
9,1,False
9,1,True
9,1,True
9,1,True
9,1,True
10,2,True
10,1,True
10,1,True
10,1,True
10,1,True
11,2,False
11,1,False
11,1,False
11,1,True
11,1,True
11,1,True
11,1,True
11,1,True
11,1,True
11,1,True
11,1,True
12,1,True
12,2,True
12,1,True
12,1,True
12,1,True
12,1,True
12,1,True
12,1,True
13,1,True
13,1,True
13,1,True
13,1,True
14,1,True
14,1,True
14,2,False
14,1,True
14,1,True
14,1,True
15,1,False
15,1,True
15,1,True
15,1,True
16,1,True
16,1,True
16,1,True
16,1,True
16,1,True
16,1,True
16,1,True
17,1,False
17,1,True
17,1,True
17,1,True
17,1,True
17,1,True
18,1,True
18,1,True
18,1,True
18,1,True
18,1,True
18,1,True
18,1,True
18,1,True
18,1,True
18,2,False
18,1,True
18,1,True
19,1,True
19,1,True
19,1,True
19,2,True
19,1,True
20,1,True
20,1,True
20,1,True
20,1,True
20,1,True
21,1,True
21,1,True
21,1,True
21,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,1,True
22,2,False
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
23,1,True
24,1,True
24,1,True
24,1,True
24,1,True
24,1,True
24,1,True
24,1,True
24,1,True
24,1,True
25,1,True
25,1,True
25,1,False
25,1,True
25,1,True
25,1,True
25,1,True
25,1,True
25,1,True
26,1,True
26,1,True
26,1,True
26,1,True
26,1,True
26,1,True
26,1,True
26,1,True
26,1,True
26,1,True
27,1,True
28,1,False
28,1,True
28,1,True
28,1,True
28,1,True
29,1,True
29,1,True
29,1,True
29,1,True
30,1,True
30,1,False
30,1,True
30,1,True
30,1,True
30,1,True
30,1,True
30,1,True
30,1,True
31,1,True
31,1,True
31,1,True
31,1,True
32,1,True
32,1,True
32,1,True
32,1,True
32,1,True
32,1,True
32,1,True
32,1,True
32,1,True
33,1,True
33,1,False
33,1,True
33,1,False
33,3,True
33,1,True
33,1,True
34,1,True
34,1,True
34,1,True
34,2,False
34,1,True
34,1,True
35,1,True
35,1,True
35,1,True
35,3,False
35,1,True
35,1,True
35,1,True
35,1,True
35,1,True
35,1,True
36,1,True
36,1,True
36,1,True
36,1,True
37,1,True
37,1,True
37,1,True
37,1,True
37,1,True
37,1,True
37,1,True
38,7,False
38,1,True
38,1,True
38,1,True
38,3,False
38,1,True
38,1,True
39,2,True
39,1,True
39,1,True
39,1,True
39,1,True
40,1,True
40,1,True
40,1,True
40,1,True
40,1,True
41,1,True
41,1,True
42,1,True
42,1,True
42,1,True
42,2,False
42,1,True
42,1,True
43,12,True
43,1,True
43,1,True
44,1,True
44,1,True
44,1,True
44,1,True
45,1,True
45,1,True
45,1,True
45,1,True
46,2,True
46,1,True
46,1,True
46,1,True
47,1,True
47,1,True
48,1,True
48,1,True
48,1,True
48,1,True
49,1,True
49,1,True
49,1,True
50,1,True
50,1,True
50,1,True
50,1,True
50,1,True
51,1,True
51,1,True
52,1,True
52,1,True
53,1,True
54,1,True
54,1,True
55,1,True
56,1,True
56,1,True
56,1,True
56,1,True
57,1,False
57,1,True
57,1,True
58,1,True
58,1,True
58,1,True
58,1,True
59,1,True
59,1,True
59,1,True
59,1,True
59,1,True
60,1,True
60,1,True
60,1,True
60,2,True
60,1,True
60,1,True
61,1,True
61,1,True
61,1,True
61,3,True
62,1,True
62,2,True
62,1,True
63,1,True
63,1,True
63,1,True
63,1,True
63,1,False
64,1,True
64,1,False
64,1,True
64,1,True
65,1,True
65,1,True
65,1,True
66,1,True
66,1,True
66,1,True
66,1,True
67,6,False
67,1,True
67,1,True
67,1,True
67,1,True
68,1,True
68,1,True
69,1,True
69,1,True
69,1,True
69,1,True
69,1,True
69,1,True
70,1,True
70,1,True
70,1,True
70,1,True
70,1,True
71,1,True
71,1,True
71,1,True
72,1,True
72,1,True
73,1,True
73,1,True
73,1,True
73,1,True
74,1,True
74,1,True
75,1,True
75,3,True
75,1,True
75,1,True
75,1,True
76,1,True
76,1,True
77,1,True
77,1,True
78,1,True
78,1,True
79,1,True
79,1,True
79,1,True
79,1,True
80,1,True
81,1,True
81,1,True
81,1,True
81,1,False
81,1,True
81,1,True
82,1,True
82,1,True
82,1,True
82,1,True
82,1,True
83,1,True
83,1,True
83,1,True
84,5,False
85,1,True
85,1,True
85,1,True
86,1,True
86,1,True
86,1,True
86,1,True
86,1,True
88,1,True
88,1,True
88,1,True
88,1,True
88,1,True
89,1,True
89,1,True
89,1,True
90,13,False
90,1,True
90,1,True
90,1,True
90,1,True
91,1,True
91,1,True
91,1,True
92,1,True
92,1,True
92,1,True
92,1,True
92,1,True
92,1,True
93,1,True
93,1,True
93,1,True
94,1,True
94,1,True
94,1,True
94,1,True
95,1,True
95,1,True
95,1,True
95,1,True
95,1,True
96,1,True
96,1,True
96,1,True
96,1,True
96,1,True
96,1,True
97,1,True
97,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
98,1,True
99,5,False
99,1,True
99,1,True
99,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,False
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,False
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
100,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
101,1,True
102,1,True
102,1,True
102,1,True
102,1,True
102,1,True
102,1,True
102,1,True
103,1,True
103,1,True
103,1,True
103,1,True
103,1,True
104,1,True
104,1,True
104,1,True
104,1,True
104,1,True
105,1,True
105,1,True
105,1,True
105,1,True
105,1,True
105,1,True
106,1,True
106,1,True
106,1,True
106,1,True
106,1,True
106,1,True
107,1,True
107,1,True
107,1,True
107,1,True
107,1,True
107,1,True
108,1,True
108,1,True
108,1,True
108,1,True
109,1,True
109,1,True
109,1,True
109,1,True
109,1,True
109,1,True
110,1,True
110,1,True
110,1,False
110,1,True
111,1,True
112,1,True
112,1,True
112,1,False
113,1,True
113,1,True
115,1,False
115,1,True
115,1,False
115,1,True
115,1,True
116,1,True
116,1,True
116,1,True
116,1,True
116,1,True
117,1,True
117,1,True
117,1,True
117,1,True
117,1,True
118,1,True
118,1,True
118,10,False
118,1,True
118,1,True
118,1,True
118,1,True
118,1,True
118,1,True
118,1,True
119,28,False
119,1,True
119,1,True
119,1,True
120,1,True
120,1,True
120,1,True
120,1,True
121,1,True
121,1,True
122,2,True
122,1,True
122,1,True
122,1,True
122,1,True
123,1,False
123,2,False
123,2,True
123,1,True
123,1,True
123,1,True
124,1,True
124,1,True
125,1,True
125,1,True
125,1,True
126,1,True
126,1,True
126,1,True
126,1,True
126,1,True
126,1,True
127,1,True
127,1,True
127,1,True
127,1,True
127,1,True
128,1,True
128,1,True
128,1,True
128,1,True
129,1,True
129,1,True
129,1,True
129,1,True
129,1,True
129,1,True
130,1,True
130,1,True
131,1,True
131,1,True
132,1,True
132,1,True
132,1,True
132,1,True
132,1,False
132,1,False
132,1,True
132,1,True
132,1,True
132,10,False
133,1,True
133,1,True
133,1,True
133,1,True
133,1,True
133,1,True
133,1,True
134,1,True
134,1,True
134,1,True
134,1,True
134,1,True
134,1,True
135,1,True
135,1,True
135,1,True
135,1,True
135,1,True
135,1,True
136,1,True
136,1,True
136,1,True
136,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
137,1,True
138,1,True
138,1,True
138,1,True
138,1,True
138,1,True
138,1,True
138,1,True
138,1,True
138,1,True
138,1,True
139,1,True
139,1,True
139,1,True
139,1,True
139,1,True
140,1,True
140,1,False
140,1,True
140,1,True
140,1,True
140,1,True
140,1,True
140,1,True
141,1,True
141,1,True
141,1,True
141,1,True
141,1,True
141,1,True
142,1,True
142,1,True
142,1,True
142,1,True
142,1,True
142,1,True
142,1,True
142,1,True
142,1,True
143,1,True
143,1,True
143,1,True
143,1,True
143,1,True
143,1,True
143,1,True
143,1,True
143,1,True
144,1,True
144,1,True
144,10,False
144,1,True
145,1,True
145,1,True
146,1,True
146,1,True
147,1,True
147,1,True
147,1,True
147,1,True
148,1,True
148,1,True
148,1,True
148,1,True
149,1,True
149,1,True
149,1,True
149,1,True
149,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
150,1,True
151,1,True
151,1,True
151,1,True
152,1,True
152,1,True
152,1,True
152,1,True
152,1,True
152,1,True
153,1,True
153,1,True
153,1,True
153,1,True
153,1,True
153,1,True
153,1,True
153,1,True
153,1,True
153,1,True
154,3,False
154,1,True
154,1,True
154,1,True
154,1,True
154,1,True
155,1,True
155,1,True
155,1,True
155,1,True
155,1,True
155,1,True
155,1,True
156,1,True
156,1,True
156,1,True
157,1,True
157,1,True
157,1,True
157,1,True
157,1,True
157,1,True
157,1,True
157,1,True
157,1,True
158,1,True
158,1,True
158,1,True
158,1,True
158,1,True
158,1,True
159,1,True
159,1,False
159,1,True
159,1,True
159,1,True
159,1,True
159,1,True
159,1,True
159,1,True
159,3,True
159,1,True
159,1,True
160,1,False
160,1,True
160,1,True
160,1,True
161,1,True
161,1,True
161,1,True
161,1,False
161,1,True
161,1,True
161,1,True
161,1,True
161,1,False
161,1,True
162,1,True
162,1,True
162,1,True
162,1,True
162,1,True
162,1,True
162,1,True
163,1,True
163,1,True
163,1,True
163,1,True
163,1,True
163,1,True
163,1,True
164,1,True
164,1,True
164,1,True
164,1,True
164,1,True
164,1,True
164,1,True
164,1,True
165,1,True
165,1,True
165,1,True
165,1,True
165,1,True
165,1,True
165,1,True
165,1,False
165,1,True
166,1,True
166,1,True
166,1,True
166,1,True
166,1,True
166,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
167,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
168,1,True
169,2,True
169,1,True
169,1,True
169,2,False
170,1,True
170,1,True
170,1,True
170,1,True
170,1,True
170,1,True
170,1,True
170,1,True
171,1,True
171,1,True
171,1,True
171,1,True
171,1,True
171,1,True
171,1,True
171,1,True
172,1,True
172,1,True
173,1,True
173,1,True
173,1,True
174,1,True
174,1,True
174,1,True
174,1,True
174,1,True
175,8,False
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
175,1,True
176,1,True
176,1,True
176,1,True
176,1,True
176,1,True
176,1,True
177,1,True
177,1,True
177,1,True
177,1,True
177,1,True
177,1,True
177,2,False
177,1,True
178,1,True
178,1,True
178,1,True
178,1,True
178,1,True
178,1,True
178,1,True
178,1,True
179,1,True
179,1,True
179,1,True
179,1,True
180,1,True
180,2,False
180,1,True
180,1,True
180,1,True
180,1,True
180,1,True
180,1,True
180,1,True
181,1,True
181,1,True
181,1,True
181,1,True
181,1,True
182,1,True
182,1,True
182,1,True
182,1,True
182,1,True
183,1,True
183,1,True
183,1,True
183,1,True
183,1,True
183,1,True
183,1,True
183,1,True
183,1,False
184,1,True
184,1,True
184,1,True
184,1,True
185,1,True
185,1,True
185,1,True
185,1,True
185,1,True
185,1,True
185,1,True
185,1,True
186,1,True
186,1,True
186,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
187,1,True
188,1,True
188,1,True
188,1,True
188,1,True
188,1,True
188,1,True
188,1,True
188,1,True
188,1,True
189,1,True
189,1,True
189,1,True
189,1,True
189,2,True
190,1,True
190,1,True
190,1,True
190,1,True
190,2,False
190,1,False
190,1,True
190,1,True
190,1,True
191,1,True
191,1,True
191,1,True
191,1,True
191,1,False
191,1,True
191,1,True
191,1,True
192,1,True
192,1,True
192,1,True
192,1,True
192,1,True
192,1,True
192,3,True
193,1,True
193,1,True
193,1,True
193,1,True
193,1,False
193,1,True
193,1,True
194,1,True
194,1,True
194,1,True
194,1,True
194,1,True
194,1,True
195,1,True
195,1,True
195,1,True
195,1,True
195,1,True
195,1,True
196,1,True
196,1,True
196,1,True
196,1,True
197,1,True
197,1,True
197,1,True
197,1,True
197,1,True
197,1,True
197,1,True
197,1,True
197,1,True
198,1,True
198,1,True
198,1,True
199,1,True
199,1,True
199,2,True
199,1,True
199,1,True
199,1,True
199,1,True
199,1,True
199,1,True
200,1,False
200,1,True
200,2,True
200,1,True
200,2,True
200,1,True
200,1,True
200,1,True
200,4,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,2,False
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
200,1,True
201,1,True
201,2,False
201,1,True
201,1,True
201,1,True
201,1,False
202,1,True
202,1,True
202,1,False
202,1,True
202,1,True
202,1,True
202,1,True
202,1,True
202,1,True
202,1,True
202,1,True
202,1,True
203,1,True
203,1,True
203,1,False
203,1,True
204,1,True
204,1,True
204,1,True
204,1,True
204,1,True
204,1,True
204,1,True
205,1,True
205,2,True
205,1,False
205,1,True
205,1,False
205,1,True
205,1,True
205,1,True
205,1,True
205,1,True
206,1,True
206,1,True
206,1,True
206,1,True
206,1,True
206,1,True
206,1,True
207,1,True
207,1,True
207,1,True
207,2,True
207,1,True
207,1,True
207,1,True
207,1,True
207,1,True
207,1,True
207,1,True
207,1,True
207,1,True
207,1,True
208,1,True
208,1,True
208,1,True
208,1,True
208,1,True
208,1,True
209,1,True
209,1,True
209,1,True
209,2,True
209,1,True
209,1,True
209,1,True
209,1,True
210,1,True
210,1,True
210,1,True
210,1,True
210,1,True
211,1,True
211,1,True
211,1,True
211,1,False
211,1,True
211,1,True
211,1,True
211,1,True
211,1,True
211,1,True
211,1,True
211,1,True
211,1,True
211,1,True
212,1,True
212,1,True
212,1,False
212,1,True
212,1,True
212,1,True
212,1,True
212,2,True
212,1,True
212,1,True
213,1,True
213,1,True
213,1,True
213,1,True
213,1,True
213,1,True
213,1,True
213,1,True
213,1,True
213,1,True
214,1,True
214,1,True
214,1,True
214,1,True
214,1,True
214,1,True
214,1,True
214,1,True
215,1,True
215,1,True
215,1,True
215,1,True
215,1,True
215,1,True
215,1,True
215,1,True
215,1,True
215,1,True
216,1,True
216,1,True
216,1,True
216,1,True
216,1,True
216,1,True
216,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
217,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
218,1,True
219,1,True
219,1,True
219,1,True
219,1,True
219,1,False
219,1,True
219,1,True
219,1,True
219,1,True
219,1,True
219,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
220,1,True
221,1,True
221,1,True
221,1,True
221,1,True
221,1,True
221,1,True
221,1,True
221,4,True
222,1,True
222,1,True
222,1,True
222,1,True
222,1,True
222,1,True
222,1,True
222,1,True
223,1,True
223,1,True
223,1,False
223,1,True
223,1,True
223,1,True
223,1,True
223,1,True
224,1,True
224,1,True
224,1,True
224,1,True
224,1,True
224,1,True
224,1,True
224,1,True
224,1,True
224,1,True
225,1,False
225,1,True
225,1,False
225,1,True
225,1,True
225,1,True
225,1,True
225,1,True
226,1,True
226,1,True
226,1,True
226,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,2,False
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
227,1,True
228,1,True
228,1,True
228,1,True
228,1,True
228,1,True
228,1,True
228,2,False
229,1,True
229,1,True
229,1,True
229,1,True
229,1,True
229,1,True
230,1,True
230,1,True
230,1,True
230,1,True
230,1,True
231,1,True
231,1,True
231,1,True
231,1,True
231,1,True
231,1,True
231,8,False
231,1,True
232,1,True
232,1,True
232,1,False
232,1,True
232,1,True
232,1,True
232,1,True
232,1,True
233,1,True
233,1,False
233,1,True
233,1,True
233,1,True
233,1,True
233,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
234,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
235,1,True
236,1,False
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
236,1,True
237,1,True
237,1,True
237,1,True
237,1,True
237,2,True
237,1,True
237,1,True
237,1,True
237,1,True
237,1,True
237,1,True
238,1,True
238,1,False
238,1,True
238,1,True
238,1,True
239,1,True
239,1,True
239,1,False
239,1,True
239,1,True
239,1,True
239,1,True
239,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
240,1,True
241,2,True
241,1,True
241,1,True
241,1,False
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
241,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
242,1,True
243,1,False
243,1,True
243,1,True
243,1,True
243,1,True
243,1,True
243,1,True
243,1,True
243,1,True
243,1,True
243,1,False
243,1,True
243,1,True
243,1,True
244,1,True
244,1,True
244,1,True
244,1,True
244,1,True
244,1,True
244,1,True
244,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
245,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
246,1,True
247,1,True
247,1,True
247,1,True
247,1,True
247,1,True
247,1,True
247,1,True
247,1,True
248,1,True
248,1,True
248,1,True
248,1,True
248,2,False
248,1,True
248,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
249,1,True
250,1,True
250,1,True
250,1,True
